"","mock1","mock2","mock3","hrcc1","hrcc2","hrcc3"
"AT3G13350",15,41,47,6,19,61
"AT3G13360",90,191,132,134,80,135
"AT3G13380",28,58,49,86,53,87
"AT3G13410",202,260,372,237,161,357
"AT3G13430",25,15,13,28,19,19
"AT3G13437",7,7,20,15,9,55
"AT3G13445",28,31,82,81,51,104
"AT3G13450",38,26,35,37,23,33
"AT3G13460",523,472,1125,730,344,1687
"AT3G13470",80,137,108,52,49,71
"AT3G13480",148,138,73,141,35,67
"AT3G13490",59,85,173,24,37,130
"AT3G13520",226,197,68,127,132,88
"AT3G13530",23,19,64,23,9,68
"AT3G13550",26,31,47,32,6,50
"AT3G13560",8,5,28,15,3,22
"AT3G13570",52,36,262,57,20,284
"AT3G13580",100,121,135,130,58,166
"AT3G13610",2,11,13,22,19,16
"AT3G13620",5,5,24,15,6,39
"AT3G13650",3,110,24,7,53,4
"AT3G13670",70,80,149,152,39,229
"AT3G13690",47,54,43,29,13,26
"AT3G13720",53,44,93,53,36,87
"AT3G13740",58,46,87,47,10,36
"AT3G13750",796,500,421,248,161,245
"AT3G13772",80,45,126,67,69,141
"AT3G13780",23,47,21,39,18,32
"AT3G13790",436,275,538,1386,979,2597
"AT3G13800",44,18,85,58,36,146
"AT3G13810",130,117,295,179,112,270
"AT3G13860",37,48,48,27,21,55
"AT3G13870",210,195,464,399,257,942
"AT3G13882",16,28,36,35,11,35
"AT3G13910",36,15,18,49,26,49
"AT3G13920",356,281,997,613,334,1508
"AT3G13930",57,93,198,150,84,244
"AT3G13940",25,25,97,34,17,82
"AT3G13950",4,5,13,53,16,45
"AT3G13965",48,54,101,45,44,153
"AT3G13990",67,64,155,87,63,220
"AT3G14010",89,169,175,120,151,277
"AT3G14020",0,14,20,7,0,20
"AT3G14050",96,68,138,306,238,666
"AT3G14060",47,45,66,161,129,452
"AT3G14067",813,668,1175,1017,478,1418
"AT3G14075",35,34,73,70,32,114
"AT3G14080",5,17,14,30,16,22
"AT3G14090",59,32,33,71,30,87
"AT3G14100",129,126,164,161,84,209
"AT3G14110",112,101,188,53,55,89
"AT3G14120",13,20,30,9,17,36
"AT3G14130",13,23,11,29,11,13
"AT3G14150",19,15,22,12,6,5
"AT3G14172",39,56,97,51,40,138
"AT3G14180",74,101,51,69,24,111
"AT3G14200",31,72,127,96,54,140
"AT3G14205",82,93,97,103,56,117
"AT3G14210",799,894,2501,331,112,311
"AT3G14220",44,29,49,27,15,30
"AT3G14230",142,73,106,161,104,96
"AT3G14240",143,93,113,43,45,48
"AT3G14270",48,85,145,112,63,202
"AT3G14280",23,18,23,33,24,33
"AT3G14290",76,47,69,77,37,72
"AT3G14310",506,461,1357,651,193,1011
"AT3G14330",7,16,62,9,8,30
"AT3G14350",46,57,185,97,61,178
"AT3G14390",63,42,133,72,45,134
"AT3G14395",13,18,187,2,13,46
"AT3G14400",63,52,199,81,67,248
"AT3G14410",32,20,22,5,23,24
"AT3G14415",668,586,1142,420,229,593
"AT3G14420",1031,1035,2168,492,381,1120
"AT3G14430",48,25,11,37,16,31
"AT3G14440",11,58,67,23,38,121
"AT3G14470",10,10,29,12,12,34
"AT3G14560",20,24,27,35,15,39
"AT3G14595",138,93,82,72,47,114
"AT3G14600",64,91,306,138,88,378
"AT3G14620",134,60,192,218,112,311
"AT3G14650",143,123,304,122,70,200
"AT3G14660",225,248,441,184,96,279
"AT3G14690",130,112,224,141,69,195
"AT3G14720",28,44,49,38,18,32
"AT3G14770",26,51,32,53,92,33
"AT3G14790",25,25,40,41,24,75
"AT3G14810",16,47,33,18,5,11
"AT3G14830",36,11,45,34,21,47
"AT3G14840",20,29,29,34,19,49
"AT3G14860",45,68,112,51,29,76
"AT3G14870",17,25,3,24,4,8
"AT3G14900",39,138,66,73,44,80
"AT3G14920",107,70,98,99,39,88
"AT3G14930",159,102,203,96,72,124
"AT3G14960",21,13,21,19,7,36
"AT3G14980",16,28,26,5,8,11
"AT3G14990",93,110,120,244,151,273
"AT3G15000",181,180,770,207,183,1083
"AT3G15010",30,66,74,75,10,116
"AT3G15020",23,19,117,32,24,97
"AT3G15030",68,107,279,84,58,323
"AT3G15040",25,44,38,42,32,54
"AT3G15060",49,39,62,55,34,134
"AT3G15070",64,55,150,80,35,146
"AT3G15080",14,8,19,14,6,37
"AT3G15090",29,18,18,21,20,19
"AT3G15095",164,175,229,82,83,125
"AT3G15110",88,112,209,63,56,155
"AT3G15120",25,39,60,63,22,78
"AT3G15140",16,11,39,18,2,19
"AT3G15160",41,19,54,28,10,51
"AT3G15180",42,61,97,49,38,119
"AT3G15190",321,325,512,212,73,292
"AT3G15210",81,167,111,132,113,153
"AT3G15220",18,13,29,21,14,25
"AT3G15260",50,53,89,55,31,96
"AT3G15270",1,21,10,15,8,5
"AT3G15290",36,36,46,42,28,55
"AT3G15350",27,28,113,36,37,103
"AT3G15351",3,16,25,9,6,24
"AT3G15352",28,11,69,46,40,109
"AT3G15353",2409,2431,8438,3368,1633,8153
"AT3G15354",27,40,71,33,13,51
"AT3G15355",19,31,72,39,22,117
"AT3G15356",61,52,209,454,152,764
"AT3G15358",12,11,9,6,13,7
"AT3G15360",564,390,1199,435,231,1069
"AT3G15380",50,24,99,38,35,58
"AT3G15395",57,35,31,18,15,23
"AT3G15410",33,59,76,49,39,80
"AT3G15430",43,50,102,79,26,105
"AT3G15450",692,262,73,278,316,203
"AT3G15460",2,1,21,11,15,19
"AT3G15470",44,93,51,98,30,66
"AT3G15480",88,111,91,61,48,65
"AT3G15500",27,13,9,99,45,46
"AT3G15510",9,55,15,25,26,35
"AT3G15518",10,4,4,21,19,29
"AT3G15520",113,59,202,85,66,150
"AT3G15530",60,46,65,48,23,90
"AT3G15540",16,18,2,7,7,11
"AT3G15570",120,112,161,28,35,33
"AT3G15580",125,70,84,142,61,118
"AT3G15590",34,32,46,55,38,64
"AT3G15610",27,20,36,40,27,33
"AT3G15630",152,87,60,98,256,125
"AT3G15640",132,97,404,214,235,455
"AT3G15660",72,78,125,128,85,137
"AT3G15680",25,8,20,14,66,16
"AT3G15690",68,50,75,84,33,47
"AT3G15710",50,47,44,47,25,60
"AT3G15720",70,97,60,29,24,49
"AT3G15730",731,636,1495,917,407,1718
"AT3G15760",29,8,18,42,10,25
"AT3G15770",25,24,6,20,3,17
"AT3G15780",46,59,84,49,19,64
"AT3G15790",47,103,57,54,45,57
"AT3G15810",125,110,164,133,84,169
"AT3G15820",80,76,303,121,60,263
"AT3G15840",1023,882,1262,881,505,1074
"AT3G15850",455,365,904,189,122,536
"AT3G15880",73,48,137,81,42,184
"AT3G15890",13,7,10,11,13,7
"AT3G15900",20,54,77,14,11,24
"AT3G15920",31,29,61,45,23,62
"AT3G15940",20,20,49,37,13,45
"AT3G15950",3,8,21,12,3,30
"AT3G15970",37,68,75,36,34,102
"AT3G15980",109,109,138,185,73,256
"AT3G16000",204,218,288,187,103,213
"AT3G16060",40,50,120,68,45,111
"AT3G16080",66,131,142,112,26,196
"AT3G16090",29,41,45,41,27,55
"AT3G16100",38,43,54,15,26,40
"AT3G16110",26,16,92,38,19,101
"AT3G16140",995,894,4212,760,402,2514
"AT3G16170",17,27,33,9,17,24
"AT3G16180",44,33,100,28,18,56
"AT3G16190",61,48,48,30,23,41
"AT3G16200",22,34,140,23,14,124
"AT3G16220",73,59,81,82,53,134
"AT3G16230",28,27,35,52,17,21
"AT3G16240",402,462,408,196,151,399
"AT3G16250",192,141,306,62,75,78
"AT3G16260",27,24,88,19,24,49
"AT3G16270",44,24,115,114,47,155
"AT3G16290",148,187,194,109,40,129
"AT3G16310",9,23,53,26,20,76
"AT3G16330",7,14,28,18,11,48
"AT3G16340",11,66,20,9,56,22
"AT3G16350",3,17,15,19,2,18
"AT3G16370",239,215,307,128,40,67
"AT3G16400",113,115,139,236,97,183
"AT3G16420",59,48,55,139,15,49
"AT3G16460",29,34,61,80,29,83
"AT3G16470",124,158,126,167,90,155
"AT3G16480",26,39,127,58,27,115
"AT3G16500",64,95,45,99,72,77
"AT3G16510",24,10,39,44,41,76
"AT3G16520",911,912,838,1083,1021,897
"AT3G16530",101,104,173,511,270,686
"AT3G16560",20,73,82,28,37,62
"AT3G16565",9,9,44,19,4,54
"AT3G16570",70,88,117,44,27,55
"AT3G16630",56,43,65,92,25,82
"AT3G16640",1504,1511,952,1320,500,956
"AT3G16650",9,10,11,6,24,26
"AT3G16660",12,57,43,33,68,86
"AT3G16670",141,137,99,171,127,183
"AT3G16700",13,12,31,15,5,29
"AT3G16720",65,64,284,155,94,471
"AT3G16740",22,25,38,23,19,36
"AT3G16760",65,82,58,87,63,107
"AT3G16770",134,227,72,183,101,91
"AT3G16780",90,132,220,103,91,387
"AT3G16785",71,40,76,72,49,151
"AT3G16800",17,42,11,23,11,9
"AT3G16810",10,54,87,26,18,95
"AT3G16830",84,48,164,147,76,261
"AT3G16840",61,83,114,84,41,141
"AT3G16850",112,110,278,78,40,149
"AT3G16857",68,65,128,78,68,166
"AT3G16860",35,21,56,65,58,143
"AT3G16870",16,28,20,35,29,29
"AT3G16910",119,87,299,78,40,214
"AT3G16940",68,75,102,125,66,147
"AT3G16950",13,20,38,18,10,34
"AT3G16990",36,36,52,34,17,68
"AT3G17000",85,51,131,149,73,259
"AT3G17020",307,270,316,367,175,349
"AT3G17040",77,39,168,77,32,115
"AT3G17050",2416,5657,2153,1754,867,2365
"AT3G17070",26,9,30,6,12,11
"AT3G17090",58,25,46,47,28,51
"AT3G17100",40,55,58,72,31,91
"AT3G17110",280,312,164,202,154,333
"AT3G17120",9,10,45,4,9,15
"AT3G17160",80,73,57,54,15,45
"AT3G17170",344,491,319,93,57,129
"AT3G17203",0,55,1,19,23,4
"AT3G17205",39,77,183,64,50,220
"AT3G17210",148,165,231,124,60,181
"AT3G17240",145,91,160,193,97,269
"AT3G17250",12,13,18,8,17,12
"AT3G17300",37,17,22,24,12,18
"AT3G17310",26,40,45,23,24,29
"AT3G17330",30,24,42,9,24,32
"AT3G17340",24,28,46,38,17,59
"AT3G17390",379,345,512,338,230,559
"AT3G17410",164,129,272,313,156,626
"AT3G17420",30,15,15,21,1,14
"AT3G17430",23,42,35,30,16,46
"AT3G17440",31,20,23,31,23,34
"AT3G17450",32,26,36,15,31,37
"AT3G17460",4,16,20,15,6,14
"AT3G17465",34,23,30,32,13,51
"AT3G17470",22,41,52,39,29,48
"AT3G17510",39,29,41,44,28,68
"AT3G17590",93,75,267,105,68,223
"AT3G17609",13,18,15,18,25,27
"AT3G17611",4,16,16,12,8,29
"AT3G17640",86,103,174,63,55,108
"AT3G17650",61,49,247,87,49,198
"AT3G17670",51,28,107,23,16,120
"AT3G17690",11,11,2,7,7,3
"AT3G17700",38,43,82,100,61,151
"AT3G17740",9,3,18,6,7,27
"AT3G17750",45,32,58,31,31,61
"AT3G17770",108,71,296,123,90,441
"AT3G17780",81,135,256,101,50,612
"AT3G17790",40,25,44,85,60,41
"AT3G17800",159,148,213,247,79,312
"AT3G17810",208,182,253,296,118,287
"AT3G17820",109,91,237,108,100,292
"AT3G17840",14,94,77,40,41,43
"AT3G17850",44,60,130,72,28,127
"AT3G17860",148,149,308,252,161,521
"AT3G17880",53,50,58,47,29,61
"AT3G17900",53,53,193,97,70,224
"AT3G17910",6,9,36,39,8,38
"AT3G17930",337,333,426,192,117,166
"AT3G17940",72,57,148,86,85,146
"AT3G17950",12,34,83,24,17,41
"AT3G17970",39,33,155,57,44,142
"AT3G17980",0,23,1,16,26,3
"AT3G18030",10,0,19,6,11,28
"AT3G18035",239,313,222,201,213,301
"AT3G18040",26,32,41,40,15,48
"AT3G18050",373,408,945,142,87,259
"AT3G18060",103,94,153,102,44,140
"AT3G18080",941,887,1280,563,241,659
"AT3G18100",11,25,13,30,13,23
"AT3G18110",12,58,48,14,19,20
"AT3G18130",41,46,52,64,37,94
"AT3G18140",82,80,99,86,47,106
"AT3G18160",36,13,83,43,9,48
"AT3G18165",47,71,88,60,34,125
"AT3G18190",71,53,78,69,29,94
"AT3G18210",30,32,21,31,11,16
"AT3G18215",45,22,78,48,21,82
"AT3G18230",45,31,138,78,80,186
"AT3G18240",14,16,91,15,30,59
"AT3G18250",24,15,27,158,57,416
"AT3G18270",20,20,64,54,15,96
"AT3G18280",45,33,58,63,37,193
"AT3G18290",112,107,171,154,56,255
"AT3G18295",28,38,105,46,25,150
"AT3G18310",17,13,26,10,4,33
"AT3G18350",5,7,43,32,23,37
"AT3G18370",62,54,196,113,47,228
"AT3G18380",8,6,70,30,22,104
"AT3G18390",300,329,430,195,96,224
"AT3G18410",256,286,222,301,133,388
"AT3G18420",50,42,74,33,14,59
"AT3G18430",40,34,27,52,8,30
"AT3G18440",40,18,76,80,44,139
"AT3G18480",43,32,44,49,28,61
"AT3G18490",835,788,1316,392,266,832
"AT3G18500",90,63,180,79,60,200
"AT3G18510",15,11,13,13,2,16
"AT3G18520",30,26,54,26,14,65
"AT3G18535",19,21,20,21,12,61
"AT3G18560",20,12,12,70,27,66
"AT3G18580",5,7,56,23,8,70
"AT3G18600",10,29,66,26,16,103
"AT3G18620",5,15,13,7,8,25
"AT3G18640",23,78,76,73,50,102
"AT3G18680",95,111,425,41,49,208
"AT3G18690",33,15,135,79,97,293
"AT3G18740",80,109,110,108,91,195
"AT3G18750",22,16,22,20,2,11
"AT3G18760",15,17,64,13,5,50
"AT3G18770",35,53,58,15,32,60
"AT3G18773",43,40,39,21,44,45
"AT3G18780",444,428,745,468,226,790
"AT3G18790",256,351,316,333,122,408
"AT3G18800",23,45,74,26,8,44
"AT3G18820",315,192,337,291,151,395
"AT3G18830",174,125,406,457,207,1682
"AT3G18860",43,45,83,82,39,86
"AT3G18870",31,33,74,30,36,31
"AT3G18890",175,149,569,142,92,246
"AT3G18930",57,40,97,62,24,167
"AT3G18940",17,14,22,11,18,23
"AT3G18950",12,3,14,16,15,26
"AT3G18980",20,40,32,56,31,63
"AT3G18990",47,51,86,31,69,83
"AT3G19000",40,37,36,23,7,15
"AT3G19010",193,62,284,608,347,1013
"AT3G19020",24,60,39,49,41,121
"AT3G19030",73,67,24,61,60,64
"AT3G19080",22,31,26,29,15,25
"AT3G19100",37,46,86,71,36,76
"AT3G19120",29,42,50,47,31,75
"AT3G19130",118,97,193,257,105,403
"AT3G19150",19,35,34,54,31,45
"AT3G19170",379,316,561,309,160,539
"AT3G19180",25,16,23,15,5,16
"AT3G19190",28,41,93,62,25,95
"AT3G19220",28,16,59,32,8,60
"AT3G19240",76,70,90,69,40,83
"AT3G19250",2,17,27,14,10,28
"AT3G19260",33,21,36,61,48,81
"AT3G19270",9,22,29,6,11,28
"AT3G19290",114,89,142,137,82,226
"AT3G19340",69,80,107,85,18,73
"AT3G19360",34,11,18,4,6,13
"AT3G19370",31,41,44,13,15,41
"AT3G19380",24,32,35,17,25,49
"AT3G19400",38,10,17,19,11,14
"AT3G19420",118,94,199,153,73,247
"AT3G19440",13,14,38,9,1,28
"AT3G19450",102,136,152,213,188,181
"AT3G19460",31,23,57,39,17,57
"AT3G19480",73,37,96,38,12,70
"AT3G19490",136,97,204,178,103,222
"AT3G19510",10,15,15,27,4,13
"AT3G19520",22,47,33,51,20,38
"AT3G19540",36,17,69,44,21,87
"AT3G19553",27,52,60,42,29,37
"AT3G19570",8,13,35,20,11,47
"AT3G19580",48,34,53,42,44,151
"AT3G19630",27,17,59,27,26,77
"AT3G19640",62,59,61,61,28,98
"AT3G19650",45,79,42,62,17,53
"AT3G19660",54,27,15,73,27,35
"AT3G19670",76,92,73,93,38,100
"AT3G19680",128,24,39,22,16,58
"AT3G19710",219,201,457,173,82,439
"AT3G19720",92,95,126,23,18,110
"AT3G19740",25,43,87,71,21,86
"AT3G19760",138,119,147,143,82,224
"AT3G19770",44,31,25,28,21,22
"AT3G19780",5,22,15,18,7,21
"AT3G19790",6,4,15,12,7,18
"AT3G19800",221,273,840,329,268,585
"AT3G19810",63,68,97,47,16,39
"AT3G19820",217,178,279,193,57,183
"AT3G19830",29,24,44,24,20,46
"AT3G19840",118,122,72,198,38,100
"AT3G19850",34,48,38,19,5,12
"AT3G19860",73,34,133,48,34,108
"AT3G19870",33,19,87,30,29,92
"AT3G19895",14,12,34,19,13,29
"AT3G19900",121,157,128,138,72,104
"AT3G19910",54,51,113,113,56,186
"AT3G19930",200,121,342,372,287,773
"AT3G19950",57,50,195,143,72,245
"AT3G19960",232,274,132,226,106,163
"AT3G19970",4,10,22,38,37,39
"AT3G19980",43,30,42,28,35,46
"AT3G19990",92,114,57,110,23,82
"AT3G20000",24,50,106,78,51,175
"AT3G20015",18,10,37,20,6,17
"AT3G20020",7,16,11,4,9,23
"AT3G20040",8,21,14,22,10,19
"AT3G20050",94,80,227,146,47,241
"AT3G20060",59,71,115,102,84,118
"AT3G20070",19,21,49,9,13,29
"AT3G20100",14,15,25,5,0,9
"AT3G20120",4,18,28,8,9,19
"AT3G20230",48,71,322,36,25,104
"AT3G20240",28,9,35,23,5,35
"AT3G20250",49,30,78,57,57,97
"AT3G20270",16,31,17,20,13,19
"AT3G20280",7,8,11,15,10,22
"AT3G20290",80,93,76,79,50,88
"AT3G20300",51,86,115,67,32,101
"AT3G20310",137,207,194,190,160,382
"AT3G20320",16,24,55,51,32,46
"AT3G20330",52,67,169,88,53,215
"AT3G20350",20,8,21,12,7,16
"AT3G20365",4,72,70,1,36,122
"AT3G20390",416,337,917,800,350,1560
"AT3G20410",68,63,77,158,83,195
"AT3G20420",7,13,20,11,16,14
"AT3G20430",47,59,35,52,29,43
"AT3G20440",20,0,37,7,12,38
"AT3G20470",2157,4512,2646,2134,948,4089
"AT3G20480",12,10,5,5,14,4
"AT3G20490",10,1,30,23,4,29
"AT3G20500",120,108,128,124,88,150
"AT3G20510",24,30,48,123,50,110
"AT3G20540",17,78,102,30,37,83
"AT3G20550",144,139,144,110,36,126
"AT3G20560",9,18,35,10,12,48
"AT3G20570",23,21,60,10,28,76
"AT3G20600",125,105,928,211,115,958
"AT3G20620",16,16,13,13,11,15
"AT3G20630",56,58,102,76,37,155
"AT3G20650",51,13,29,20,16,40
"AT3G20660",6,21,10,11,8,1
"AT3G20670",18,40,37,42,35,57
"AT3G20680",204,205,271,143,109,173
"AT3G20720",28,23,71,31,20,44
"AT3G20740",9,1,23,20,1,32
"AT3G20760",13,19,10,17,7,18
"AT3G20770",261,204,463,320,224,549
"AT3G20780",14,10,21,8,9,33
"AT3G20790",24,22,39,15,8,24
"AT3G20800",23,15,55,35,21,73
"AT3G20810",17,50,73,50,29,90
"AT3G20820",99,116,158,16,22,33
"AT3G20860",22,22,48,52,26,64
"AT3G20870",22,29,31,31,28,31
"AT3G20890",33,52,12,15,11,15
"AT3G20910",7,16,16,9,8,20
"AT3G20920",60,45,41,69,34,53
"AT3G20930",22,32,51,17,26,37
"AT3G20970",60,98,331,72,79,308
"AT3G21055",2375,2361,5462,1631,973,3967
"AT3G21060",42,26,42,21,17,41
"AT3G21070",91,53,91,89,54,221
"AT3G21080",27,18,38,67,41,182
"AT3G21110",15,11,28,6,11,40
"AT3G21140",20,21,55,33,15,49
"AT3G21160",8,24,52,46,14,48
"AT3G21175",18,31,31,27,26,27
"AT3G21190",14,28,30,20,4,23
"AT3G21200",70,74,152,69,43,100
"AT3G21215",78,81,132,90,61,155
"AT3G21220",80,60,116,121,113,191
"AT3G21230",42,27,74,383,244,538
"AT3G21240",21,8,26,42,33,95
"AT3G21250",41,29,52,14,17,45
"AT3G21270",6,12,37,28,15,29
"AT3G21280",8,25,21,14,12,21
"AT3G21290",36,19,36,31,32,41
"AT3G21295",23,24,65,36,20,58
"AT3G21300",4,6,31,11,10,26
"AT3G21350",51,37,39,31,12,27
"AT3G21360",44,39,27,19,26,32
"AT3G21390",6,7,18,22,18,10
"AT3G21465",12,14,27,7,7,26
"AT3G21510",8,23,4,30,20,5
"AT3G21540",15,11,55,21,10,69
"AT3G21550",15,18,24,35,31,14
"AT3G21560",56,57,127,100,77,150
"AT3G21580",35,37,90,15,25,41
"AT3G21610",41,25,34,43,18,39
"AT3G21630",62,69,56,106,85,172
"AT3G21640",31,45,72,47,24,73
"AT3G21650",6,16,25,29,20,46
"AT3G21670",77,89,189,108,39,70
"AT3G21690",192,214,637,267,153,740
"AT3G21700",4,53,30,48,44,74
"AT3G21750",125,185,172,120,47,145
"AT3G21780",19,5,6,32,25,41
"AT3G21790",60,64,91,37,54,90
"AT3G21810",43,20,41,39,25,53
"AT3G21820",13,9,19,19,16,15
"AT3G21865",77,48,94,84,40,95
"AT3G22060",214,163,255,1422,688,2624
"AT3G22104",23,53,51,20,16,35
"AT3G22110",113,135,339,149,101,402
"AT3G22120",3539,8138,5709,2100,960,2972
"AT3G22142",865,1739,1842,590,183,441
"AT3G22150",28,56,54,15,36,30
"AT3G22160",79,87,189,234,200,651
"AT3G22170",88,36,123,95,63,162
"AT3G22180",14,9,20,16,6,29
"AT3G22190",9,34,29,30,12,21
"AT3G22200",143,177,349,278,93,296
"AT3G22210",180,124,198,127,71,94
"AT3G22220",10,21,50,42,16,42
"AT3G22230",61,86,109,101,36,159
"AT3G22231",291,117,1307,203,47,856
"AT3G22235",343,142,145,246,92,128
"AT3G22240",16,14,8,6,61,5
"AT3G22260",35,13,45,49,25,79
"AT3G22270",57,14,86,89,32,106
"AT3G22290",67,66,163,137,86,223
"AT3G22300",29,19,77,12,21,122
"AT3G22310",17,30,45,45,20,121
"AT3G22320",31,55,93,73,28,122
"AT3G22330",85,68,160,127,44,243
"AT3G22370",103,119,101,138,206,138
"AT3G22380",809,752,1098,935,477,1608
"AT3G22400",2,22,8,22,14,15
"AT3G22420",30,51,34,15,27,23
"AT3G22425",13,27,39,45,6,35
"AT3G22430",13,24,55,21,32,50
"AT3G22440",306,409,926,378,176,754
"AT3G22460",15,26,14,23,19,16
"AT3G22480",31,20,106,42,21,107
"AT3G22520",27,25,73,22,17,73
"AT3G22530",47,42,62,68,49,47
"AT3G22550",1,41,31,7,11,11
"AT3G22590",35,45,33,31,23,42
"AT3G22600",72,27,62,134,70,182
"AT3G22620",16,16,78,59,19,340
"AT3G22630",46,23,76,70,45,84
"AT3G22660",89,88,124,91,55,204
"AT3G22670",0,15,3,12,13,1
"AT3G22680",3,21,32,14,12,43
"AT3G22740",21,52,54,34,13,48
"AT3G22750",10,33,9,28,25,46
"AT3G22780",18,24,78,24,5,56
"AT3G22800",8,36,54,29,28,39
"AT3G22840",15,10,160,4,13,54
"AT3G22845",43,57,49,67,52,89
"AT3G22850",30,31,27,52,43,70
"AT3G22890",555,447,2301,1318,526,2876
"AT3G22910",73,37,85,81,63,82
"AT3G22930",9,37,28,7,33,29
"AT3G22942",13,7,12,9,8,29
"AT3G22950",47,29,24,22,14,26
"AT3G22960",271,231,771,272,131,629
"AT3G22980",23,7,25,40,8,33
"AT3G22990",26,14,23,17,8,39
"AT3G23000",397,389,139,337,64,124
"AT3G23030",200,213,288,170,109,299
"AT3G23050",111,61,55,67,25,44
"AT3G23070",109,120,84,91,26,41
"AT3G23080",77,76,56,50,36,42
"AT3G23100",19,18,20,21,17,11
"AT3G23110",14,10,40,13,2,26
"AT3G23120",19,28,119,41,18,79
"AT3G23160",9,26,14,20,26,19
"AT3G23170",34,25,78,13,20,36
"AT3G23200",4,97,3,22,35,5
"AT3G23250",95,41,60,209,288,425
"AT3G23255",9,3,29,18,16,12
"AT3G23280",284,187,387,329,110,473
"AT3G23300",68,54,161,126,114,236
"AT3G23310",59,33,56,42,29,82
"AT3G23325",22,22,20,11,14,21
"AT3G23330",11,12,10,2,5,19
"AT3G23390",108,106,41,125,62,57
"AT3G23400",834,545,5337,611,370,4416
"AT3G23410",70,59,97,52,12,66
"AT3G23450",12181,22273,11955,10474,3430,13157
"AT3G23480",41,41,62,57,28,59
"AT3G23490",114,132,179,83,52,115
"AT3G23530",51,18,39,136,51,136
"AT3G23540",26,25,52,72,15,74
"AT3G23550",45,22,27,260,71,190
"AT3G23560",18,8,56,44,4,68
"AT3G23570",72,108,109,134,55,162
"AT3G23580",36,61,32,37,49,44
"AT3G23590",43,32,49,34,30,56
"AT3G23600",196,200,208,216,98,296
"AT3G23610",10,16,7,15,16,12
"AT3G23620",28,37,63,36,34,85
"AT3G23640",42,120,54,32,57,15
"AT3G23660",42,69,116,59,53,117
"AT3G23690",71,57,72,76,50,82
"AT3G23700",250,226,788,171,110,396
"AT3G23710",24,29,45,30,37,42
"AT3G23750",94,119,152,68,52,190
"AT3G23760",5,20,25,8,10,8
"AT3G23780",10,7,41,13,4,32
"AT3G23790",8,13,21,5,9,9
"AT3G23805",13,30,54,14,0,15
"AT3G23810",394,532,2346,268,120,1650
"AT3G23820",1841,2134,3958,1681,1316,3409
"AT3G23830",8,27,28,8,18,35
"AT3G23840",57,50,44,32,15,27
"AT3G23900",51,43,50,47,17,66
"AT3G23920",478,508,340,427,200,489
"AT3G23940",65,108,206,57,48,241
"AT3G23980",44,24,51,52,33,82
"AT3G23990",47,66,164,130,59,255
"AT3G24010",60,51,101,60,21,101
"AT3G24030",59,37,340,39,19,271
"AT3G24040",69,75,365,108,108,284
"AT3G24050",139,117,272,163,92,290
"AT3G24070",47,34,38,63,33,67
"AT3G24080",414,669,450,625,245,583
"AT3G24090",32,14,45,54,45,115
"AT3G24100",33,57,65,71,28,73
"AT3G24120",55,36,76,33,9,76
"AT3G24140",23,42,54,45,40,96
"AT3G24150",12,12,37,12,5,19
"AT3G24160",314,274,492,352,202,486
"AT3G24170",166,161,340,209,81,401
"AT3G24180",106,112,194,160,96,268
"AT3G24190",91,78,246,78,44,260
"AT3G24200",40,19,46,46,20,30
"AT3G24315",23,31,36,32,24,47
"AT3G24350",45,71,69,48,25,93
"AT3G24400",7,23,11,13,11,21
"AT3G24420",277,212,297,252,118,340
"AT3G24430",73,56,116,51,17,52
"AT3G24440",17,13,11,13,15,16
"AT3G24460",0,58,2,12,54,5
"AT3G24480",388,539,763,262,183,545
"AT3G24490",146,110,101,123,80,126
"AT3G24500",18,22,30,33,14,30
"AT3G24503",109,114,284,382,147,523
"AT3G24506",67,62,234,120,98,260
"AT3G24520",10,19,9,2,20,17
"AT3G24530",33,17,45,27,43,51
"AT3G24550",459,710,491,482,302,774
"AT3G24570",24,30,31,22,15,54
"AT3G24590",139,113,194,74,28,79
"AT3G24740",26,41,68,53,32,74
"AT3G24760",70,110,43,73,55,46
"AT3G24770",35,81,69,29,24,52
"AT3G24800",45,79,54,76,35,106
"AT3G24810",8,7,25,8,14,38
"AT3G24830",185,214,229,195,97,301
"AT3G24840",5,16,9,15,18,39
"AT3G24860",31,88,58,36,12,70
"AT3G24870",14,8,25,25,2,53
"AT3G24982",49,23,140,79,69,196
"AT3G25010",1,15,23,7,2,20
"AT3G25020",10,7,46,27,4,18
"AT3G25040",52,40,105,44,24,100
"AT3G25070",158,77,305,153,78,509
"AT3G25120",9,21,35,28,14,24
"AT3G25130",6,19,7,24,17,17
"AT3G25140",89,98,178,144,65,326
"AT3G25150",112,115,118,135,59,164
"AT3G25180",91,38,98,156,58,346
"AT3G25210",26,52,44,34,14,76
"AT3G25220",38,49,130,74,56,160
"AT3G25230",152,161,195,286,124,331
"AT3G25250",8,62,3,22,52,3
"AT3G25400",13,15,12,18,5,17
"AT3G25410",70,69,134,69,57,100
"AT3G25470",115,107,276,102,72,244
"AT3G25480",70,96,69,94,18,61
"AT3G25495",16,98,48,36,55,65
"AT3G25500",106,189,341,69,57,183
"AT3G25520",349,317,1126,551,352,1340
"AT3G25530",131,115,92,42,38,45
"AT3G25540",38,17,81,22,21,82
"AT3G25545",53,49,130,90,66,127
"AT3G25560",33,16,31,21,6,30
"AT3G25580",34,47,15,29,31,21
"AT3G25585",31,25,45,28,34,51
